event,index,q_true,q_pe_med,q_pe_05,q_pe_95,dq_med,dq_abs,q_width_90,q_true_minus_pe_med,dL_ratio_med,H0_sample_med,m1src_med,m2src_med,nsamp
event_0074,74,0.821181154612153,0.8434842185233103,0.7700475634376492,0.9453731591452695,0.022303063911157328,0.022303063911157328,0.1753255957076203,-0.022303063911157328,1.338803971002082,46.69874384983652,1.4190129931609574,1.2076096815236748,5165
event_0075,75,0.957444726080369,0.9030850815657834,0.7918177190606024,0.9883666519966555,-0.05435964451458564,0.05435964451458564,0.19654893293605313,0.05435964451458564,1.1126506123360014,47.79155088140352,1.3909498662487723,1.2520065239601181,5172
event_0076,76,0.9547162824888442,0.9060402789509099,0.8239989131956302,0.9860264830935055,-0.04867600353793433,0.04867600353793433,0.16202756989787526,0.04867600353793433,1.0351506847342011,53.33705402425423,1.5987337496995495,1.4399312175892898,5082
event_0077,77,0.8710181208803566,0.9131298496951834,0.8036601758065403,0.9894607874786153,0.04211172881482683,0.04211172881482683,0.18580061167207507,-0.04211172881482683,1.6787602649735207,37.54955835815162,1.4403601289871792,1.30251928193749,5604
event_0078,78,0.9299688706684321,0.8976486796028649,0.7845706718729635,0.9876519702145876,-0.03232019106556727,0.03232019106556727,0.20308129834162414,0.03232019106556727,0.93830102701399,50.95901366929315,1.3903200985751143,1.2384289755810638,5142
event_0079,79,0.9252356709922291,0.8980091606878732,0.7940589894924627,0.9896324725863046,-0.027226510304355966,0.027226510304355966,0.19557348309384193,0.027226510304355966,1.096099304678427,49.73951135222919,1.46546544160191,1.309291478623412,5203
event_0080,80,0.9550922827538544,0.9327253823726427,0.8806283537164526,0.9853374581682217,-0.022366900381211696,0.022366900381211696,0.10470910445176906,0.022366900381211696,1.1047879477707625,57.7042212432354,1.3506315565435834,1.2593987354287377,5269
event_0081,81,0.9452850481785853,0.905601203991829,0.7951674031460305,0.9857052502857923,-0.0396838441867563,0.0396838441867563,0.19053784713976174,0.0396838441867563,1.400235468095184,41.42896363102213,1.3529600211350872,1.2046912736384736,5219
event_0082,82,0.9201578556146968,0.8300718791620701,0.7531087590047681,0.9448282677536628,-0.09008597645262661,0.09008597645262661,0.19171950874889465,0.09008597645262661,1.4468731850812286,60.82494221127509,1.6005661014107875,1.328574235633981,4952
event_0083,83,0.9661914644723206,0.8675160341171034,0.7619977941333239,0.9710136269509316,-0.0986754303552172,0.0986754303552172,0.20901583281760772,0.0986754303552172,1.0042533302800163,53.07451895081003,1.5081696743159512,1.304842511044322,5193
event_0084,84,0.894597913175782,0.8815491731436107,0.8224376675653274,0.9477902410315273,-0.013048740032171269,0.013048740032171269,0.12535257346619988,0.013048740032171269,0.964830655313093,58.47143169610225,1.436506721854446,1.270551351851197,5528
event_0085,85,0.9676060696439247,0.8396491451294432,0.7472947332860959,0.9438423140426584,-0.12795692451448148,0.12795692451448148,0.19654758075656253,0.12795692451448148,0.9855892715201579,54.7157281922943,1.4735773346502345,1.232759534288016,5711
event_0086,86,0.9520499940608542,0.8269453850046663,0.7477910428410226,0.9272885576184414,-0.12510460905618792,0.12510460905618792,0.17949751477741882,0.12510460905618792,0.9801028923735158,47.01985651535613,1.598422098860248,1.3186109675545554,5143
event_0087,87,0.9277611907508047,0.7090303342664264,0.6653696317446085,0.7556184138324389,-0.2187308564843783,0.2187308564843783,0.09024878208783038,0.2187308564843783,1.0999341385091197,49.72519943191596,1.6083112976803517,1.1386818130212815,4951
event_0088,88,0.9933413377972276,0.9036361338489568,0.8207699575512133,0.9812717196778035,-0.08970520394827075,0.08970520394827075,0.16050176212659018,0.08970520394827075,1.0460420538572213,60.94419221261109,1.4919494082412461,1.3461587224270297,5302
event_0089,89,0.835866417556296,0.9068577762167166,0.8163538070478114,0.9825192109864251,0.07099135866042061,0.07099135866042061,0.1661654039386138,-0.07099135866042061,1.4544794064542095,48.54894894324669,1.3340360525936994,1.206335760995242,4911
event_0090,90,0.9504128394773756,0.8145689424208937,0.7181394633510242,0.9532721940746047,-0.13584389705648192,0.13584389705648192,0.23513273072358054,0.13584389705648192,1.6306790629720371,42.08361088279775,1.5375821959535052,1.2468889703716832,5541
event_0091,91,0.9903015832126987,0.9343218934014583,0.847830657943448,0.9917338889610101,-0.05597968981124035,0.05597968981124035,0.14390323101756208,0.05597968981124035,0.9413115538136,63.14220853005787,1.5858209605792721,1.462349605716665,5106
event_0092,92,0.9964363944192882,0.8972838902801539,0.8042473203883495,0.9774467046166933,-0.09915250413913435,0.09915250413913435,0.1731993842283438,0.09915250413913435,1.019684336807363,59.0632400389682,1.3958272455436331,1.249047548950417,4915
event_0093,93,0.8945547875467509,0.8492620726949854,0.7536999100527992,0.9486958482435541,-0.04529271485176545,0.04529271485176545,0.1949959381907549,0.04529271485176545,1.0936532486521353,61.62381377109983,1.3626413155246184,1.1502294856457889,5209
event_0094,94,0.9467796889468463,0.8146380951521918,0.7266213991230858,0.9313374088618356,-0.1321415937946545,0.1321415937946545,0.20471600973874982,0.1321415937946545,0.9819294635382101,64.65159687368973,1.6026686260290102,1.29326204789102,4987
event_0095,95,0.883209643979709,0.82648184700998,0.7382522395721663,0.9370242219530355,-0.05672779696972907,0.05672779696972907,0.19877198238086913,0.05672779696972907,0.9082882114942753,46.74000359292526,1.5801020176946647,1.313010758716016,5814
event_0096,96,0.877287344273295,0.8898661406846086,0.7909241215712861,0.9794257070658876,0.012578796411313542,0.012578796411313542,0.1885015854946015,-0.012578796411313542,1.7649480035337333,40.33452201318107,1.3930498735701047,1.2339666530608384,5309
event_0097,97,0.9970610105186084,0.8062187542037448,0.713688318501638,0.9094969899113863,-0.19084225631486362,0.19084225631486362,0.19580867140974823,0.19084225631486362,1.1967345056187517,46.88258259459132,1.4762098840757476,1.1890720697851376,4747
event_0098,98,0.9254346434197855,0.8979573266293968,0.8023845493107984,0.9731853814298109,-0.027477316790388784,0.027477316790388784,0.17080083211901254,0.027477316790388784,1.1036705525145312,45.892449657191946,1.4082897495673459,1.2577063883896447,4968
event_0099,99,0.9621563721781448,0.8754023921312817,0.8178006900406398,0.926291829979264,-0.08675398004686308,0.08675398004686308,0.10849113993862414,0.08675398004686308,0.886109574849917,56.92804634056711,1.4102942904089297,1.2325336969965588,5456
event_0100,100,0.9340338074679398,0.924560963369105,0.8136100430987665,0.9902180064553954,-0.009472844098834865,0.009472844098834865,0.17660796335662887,0.009472844098834865,1.1384509075020535,46.52827136125192,1.4796470740407583,1.3491333254218165,5210
